datetime,hour_of_year,demand,normalized_demand
2050-07-20 23:00:00,4824,35487.7615878648,0.7976999999999999
2050-07-21 00:00:00,4825,33049.840897110145,0.7429
2050-07-21 01:00:00,4826,33049.840897110145,0.7429
2050-07-21 02:00:00,4827,33494.71693556903,0.7529
2050-07-21 03:00:00,4828,33147.7136255711,0.7451
2050-07-21 04:00:00,4829,33209.996270955344,0.7465
2050-07-21 05:00:00,4830,34562.419427870336,0.7769
2050-07-21 06:00:00,4831,37351.79218900751,0.8396
2050-07-21 07:00:00,4832,40732.850081294986,0.9155999999999999
2050-07-21 08:00:00,4833,43277.54102127979,0.9728000000000001
2050-07-21 09:00:00,4834,44265.16582665849,0.995
2050-07-21 10:00:00,4835,44291.85838896603,0.9956
2050-07-21 11:00:00,4836,44314.102190888974,0.9961000000000001
2050-07-21 12:00:00,4837,44487.603845887934,1.0
2050-07-21 13:00:00,4838,44487.603845887934,1.0
2050-07-21 14:00:00,4839,43909.2649958914,0.9870000000000001
2050-07-21 15:00:00,4840,42819.318701667136,0.9625
2050-07-21 16:00:00,4841,41444.6517428292,0.9316
2050-07-21 17:00:00,4842,40096.6773462988,0.9013000000000001
2050-07-21 18:00:00,4843,39126.84758245844,0.8795000000000001
2050-07-21 19:00:00,4844,38681.971543999556,0.8694999999999999
2050-07-21 20:00:00,4845,38548.508732461894,0.8665
2050-07-21 21:00:00,4846,38286.031869771155,0.8606
2050-07-21 22:00:00,4847,37400.72855323799,0.8407000000000001
2050-07-21 23:00:00,4848,35487.7615878648,0.7976999999999999
2050-07-22 00:00:00,4849,33049.840897110145,0.7429
2050-07-22 01:00:00,4850,33049.840897110145,0.7429
2050-07-22 02:00:00,4851,33494.71693556903,0.7529
2050-07-22 03:00:00,4852,33147.7136255711,0.7451
2050-07-22 04:00:00,4853,33209.996270955344,0.7465
2050-07-22 05:00:00,4854,34562.419427870336,0.7769
2050-07-22 06:00:00,4855,37351.79218900751,0.8396
2050-07-22 07:00:00,4856,40732.850081294986,0.9155999999999999
2050-07-22 08:00:00,4857,43277.54102127979,0.9728000000000001
2050-07-22 09:00:00,4858,44265.16582665849,0.995
2050-07-22 10:00:00,4859,44291.85838896603,0.9956
2050-07-22 11:00:00,4860,44314.102190888974,0.9961000000000001
2050-07-22 12:00:00,4861,44487.603845887934,1.0
2050-07-22 13:00:00,4862,44487.603845887934,1.0
2050-07-22 14:00:00,4863,43909.2649958914,0.9870000000000001
2050-07-22 15:00:00,4864,42819.318701667136,0.9625
2050-07-22 16:00:00,4865,41444.6517428292,0.9316
2050-07-22 17:00:00,4866,40096.6773462988,0.9013000000000001
2050-07-22 18:00:00,4867,39126.84758245844,0.8795000000000001
2050-07-22 19:00:00,4868,38681.971543999556,0.8694999999999999
2050-07-22 20:00:00,4869,38548.508732461894,0.8665
2050-07-22 21:00:00,4870,38286.031869771155,0.8606
2050-07-22 22:00:00,4871,37400.72855323799,0.8407000000000001
2050-07-22 23:00:00,4872,35487.7615878648,0.7976999999999999
2050-07-23 00:00:00,4873,22288.289526789857,0.501
2050-07-23 01:00:00,4874,22288.289526789857,0.501
2050-07-23 02:00:00,4875,20615.555622184467,0.4634
2050-07-23 03:00:00,4876,19796.983711420133,0.44500000000000006
2050-07-23 04:00:00,4877,19592.34073372905,0.44040000000000007
2050-07-23 05:00:00,4878,19739.149826420475,0.4437
2050-07-23 06:00:00,4879,19983.83164757286,0.44920000000000004
2050-07-23 07:00:00,4880,20152.884542187236,0.453
