registry_id,primary_name,latitude83,longitude83,naics_code,inWECC,inGHGRP
110070345152,WA317946539 - OWENS ILLINOIS INC,46.031446,-122.85749,327213,True,False
110070341008,WA317941382 - OWENS ILLINOIS INC,46.031446,-122.85749,327213,True,False
110043882643,BENNU GLASS LLC,46.031638,-122.866164,327213,True,False
110043882643,BENNU GLASS LLC,46.031638,-122.866164,327213,True,False
110043882643,BENNU GLASS LLC,46.031638,-122.866164,327213,True,False
110000786105,ANCHOR GLASS CONTAINER CORP,33.97074,-118.23253,327213,True,False
110071776398,ANCHOR GLASS CONTAINER CORP,33.97164,-118.23272,327213,True,False
110000786105,ANCHOR GLASS CONTAINER CORP,33.97074,-118.23253,327213,True,False
110000483003,OWENS BROCKWAY GLASS CONTAINER,37.66803,-122.10505,327213,True,False
110000483003,OWENS BROCKWAY GLASS CONTAINER,37.66803,-122.10505,327213,True,False
110000483003,OWENS BROCKWAY GLASS CONTAINER,37.66803,-122.10505,327213,True,False
110000483003,OWENS BROCKWAY GLASS CONTAINER,37.66803,-122.10505,327213,True,False
110000483003,OWENS BROCKWAY GLASS CONTAINER,37.66803,-122.10505,327213,True,False
110024383068,OWENS ILLINOIS PLANT 28,40.45158,-104.81159,327213,True,False
110064906516,ENCORE GLASS,38.227873,-122.08655,327213,True,False
110066156448,SAXCO INTERNATIONAL CPC-#181,38.227838,-122.088436,327213,True,False
110071751752,ARDAGH GROUP,38.276,-121.974,327213,True,False
110064894002,SAXCO-CPC,38.228192,-122.084693,327213,True,False
110065131379,TRICORBRAUN WINEPAK,38.2314,-122.06985,327213,True,False
110071751752,ARDAGH GROUP,38.276,-121.974,327213,True,False
110070318366,OWENS ILLINOIS INC,38.201024,-122.145713,327213,True,False
110071778194,"SAINT-GOBAIN CONTAINERS, INC.",34.07978,-118.04653,327213,True,False
110000898440,SAINT-GOBAIN CONTAINERS LLC,34.07971,-118.04557,327213,True,False
110000898440,SAINT-GOBAIN CONTAINERS LLC,34.07971,-118.04557,327213,True,False
110000898440,SAINT-GOBAIN CONTAINERS LLC,34.07971,-118.04557,327213,True,False
110000898440,SAINT-GOBAIN CONTAINERS LLC,34.07971,-118.04557,327213,True,False
110000898440,SAINT-GOBAIN CONTAINERS LLC,34.07971,-118.04557,327213,True,False
110015846673,B&B BLENDING INC,39.79524,-104.99485,327213,True,False
110071778373,N-DIMENSIONAL STUDIOS,33.90998,-118.22102,327213,True,False
110070317051,PACIFIC VIAL MANUFACTURING INC,33.990696,-118.126715,327213,True,False
110043480382,500 EAST TEMPORARY CONCRETE BATCH PLANT,40.355833,-111.783889,327213,True,False
110070340156,317714376 - OREGON GLASS COMPANY,45.33207,-122.78337,327215,True,False
110070291664,317714380 - OREGON GLASS COMPANY,45.33207,-122.78337,327215,True,False
110070307325,BG GLASS,39.82464,-105.030109,327215,True,False
